RESTAURANT_NAME,PRICE_LEVEL,CUISINE_TYPE,TOTAL_RATING,TOTAL_REVIEWS,FOOD_RATING,SERVICE_RATING,VALUE_RATING,ATMOSPHERE_RATING,RANKING,CITY,ADDRESS,PHONE_NO,RATING,REVIEW_TITLE,REVIEW_DETAILS,REVIEW_DATE
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,3.0,Hoped for better and left underwhelmed.,"High expectations, but sadly disappointed with the service. 
Incorrect drink delivered and charged for. Only realised when  reordering  a second glass and the waiter asked if I'd prefer to stay on the wrong wine rather than what I asked for. 
The steak was unfortunately not cooked as requested. It was busy and the waiter never checked back after our food was delivered.  By the time there was an opportunity, it was too late and plates were being cleared from the table. I could have said something but in honesty, appetite had passed but the large piece of uncooked meat left in the middle of the plate should  have been enough of a clue. I was underwhelmed by the service and the waiter clearly wasn't happy that I wouldn't select the 18%+ tip option. I opted for $25 which was still quite generous despite the lack of service. The receipt was thrown down on the table,  not handed back which pretty much sums up the service. Had the food and drink been right, I would have overlooked the service but my rating is reflected in the overall experience. Sorry ! Read more","February 18, 2022"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,There's a reason it's withstood the test of time,"I admit to enjoying what might be considered tourist traps.  Still, I wanted a famous steakhouse experience and my sisters were happy to indulge.  The waiters could not have been more accommodating.  Our mutual experiences in dining have shown that we all often want to order the same thing (perhaps it's genetic), but if we order a full entree each, it's just way too much food...and who wants to carry a doggybag back to a hotel?  The staff gleefuly let us split two entrees and we agreed (as we often do) on the sides, sharing one Wedge salad and an order of sauteed mushrooms, served family style.  We are just about everything!  I do recommend this place for anyone who loves steak.  It comes at a price, though some of that I like to think of as the entertainment.Read more","May 16, 2022"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,2.0,"Maybe an off night, but felt cheated for what we paid.","For the $266 we paid, before the tip, the server was far more concerned about taking time with the diners on either side of us.  While we were told the specials, it certainly wasn‚Äôt the same detail and time he gave our neighbors.  Our sides were lukewarm, steak was okay, French onion broth delicious, but the amount of cheese was a lot and trying to spoon into it, lost a good amount of broth to the saucer.  

We had a salad and soup appetizer, NY strip and filet, Lyonnaise potatoes and broccoli, and two glasses of wine a piece. 

We have no problem paying that kind of money for a meal, but I do not want to walk away feeling like I didn‚Äôt get my money‚Äôs worth.  When the wine is the highlight at a well-renowned steakhouse, it makes for a disappointing night.Read more","May 30, 2022"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,The best dinner you‚Äôll eat in New York,"My husband, two young kids and I had dinner here two nights in a row during a trip from Ireland. We were looked after by the excellent manager - Derek Timoney and his staff. I‚Äôm vegetarian and enjoyed an excellent dinner which is ironic considering it‚Äôs a steak house. The kids had grilled chicken, mash and veg which they loved. My husband who is a steak connoisseur said these were the best steaks he‚Äôd ever tasted. We would highly recommend this restaurant. Fresh, high quality ingredients. It‚Äôs the best dinner you will get anywhere in New York. Read more","January 3, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,3.0,Amazing food But !!!,"Walking into this restaurant is absolutely massive but very surprisingly with all that space they still have crammed as many tables in as possible .
You lose any sense of privacy or atmosphere as all you can hear is the people sat either side of you conversation, And forget getting up to go to toilet as your bum will knock over anything taller then the salt and pepper on the table next year and I‚Äôm a size 10.
Seem to be a lot of staff but not that much service we were quite fortunate our waiter once we had his attention was very good.
Food come out very quickly and it was really really good definitely recommend only sharing sides as a very large portions.
Overall not an unpleasant experience but wouldn‚Äôt return.Read more","February 12, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Best steak we have ever had!,"Great venue, great atmosphere. Wait staff very attentive and the whole way it is run is very slick and well organised. We had three fillet steak and one tuna steak fish of the day. Hubby and I agreed it was the best steak we have ever had. 
Bill came to $400 with tip for 4 of us. This was main courses x4, sides, wine and soft drinks. Whilst one of the more expensive meals of our NYC trip, we would highly recommend and will definitely visit the next time we are in NYC.Read more","July 23, 2022"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,3.0,"Great steak, poor service.","Visited at the end of a wonderful week in NYC as it had been recommended to us. Great atmosphere when we walked in, but a bit of a cramped table. Never mind we were there for the steak! Although when a couple were seated next to us, they were so close that their waiter had to lean over our table to serve them.

Firstly the waiter brought the wrong drinks, no problem to change them but then he spilt my husband's and just left it. Steaks came out promptly and were fantastic so we were delighted. Then the desserts came out and before we finished eating, the waiter brought the bill and just said ""I'll leave this for you"" . We weren't asked if we wanted another drink (we did!) as the bill had already been processed. I felt so rushed that I asked if we were on a timed slot and needed to get out? The waiter laughed and said no but that's not how we felt. We decided to just pay and go which left a bit of a bad feeling as we had wanted another cocktail. As I looked at the bill, the card machine appeared although I still hadn't finished my dessert or drink. I was informed gratuity not included and I said yes I can see that. Then as the payment processed I was reminded that gratuity not included. I pay by card but tip in cash so wasn't an issue. Then as we left to speak to the maitre d, the waiter shouted across the restaurant ""so you're not gonna tip us?"" at which point the $20 note went back in my purse....

We spoke to the maitre d who told us how wonderful Gallaghers was and what a great reputation they have. Of course I agreed and that's precisely why we'd chosen there! However on this occasion the rudeness of the waiter totally ruined what had been a lovely evening. The maitre d apologised but the damage was done. We wouldn't go back or recommend which is a real shame.Read more","June 18, 2022"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,2.0,Disappointed,"My partner and I had the 3 course lunch here today. We ordered 2 steaks (medium) and what we received could only be described as jelly like meat, almost completely raw. Our waiter was only being trained in but when we mentioned this, he agreed that our steaks were undoubtedly undercooked. However, nobody else came to speak to us about it and the waiter who took out bill looked very disapprovingly at our tip ü§î...very disappointed and won't be recommendingRead more","August 20, 2022"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Excellent Meal,"If you are looking for a great steakhouse then this is the place.  It is pricey and has no kids menu, but does allow children. Located inside NY-NY, reservations are a must. Everything order was delicious especially the porterhouse steak, sauteed carrots and jumbo garlic shrimp.  Almost just as good as the original in New York City.Read more","February 16, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Wonderful steakhouse - especially during lunch!,"We arrived to the steakhouse for a Sunday lunch and enjoyed it very much! The steak was great, the food prices for lunch are also a great value for money except the wine menu which is very expensive.
We took the 10oz beef fillet with a small cesar salad and beans soup, the soup is more recommended on my opinion.
For dessert we tried the cheese cake - great, heavy old school New York cake.
The restaurant was extremely crowded so make sure you book places in advance.Read more","December 7, 2022"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Old School Steakhouse,"After attending a taping of Late Night with Seth Meyers, my wife and I dined at Gallagher's Steak House.  Gallagher's is a steak house dating back to the 1920's with a dark wood and high ceilings atmosphere of an old fashioned gentlemen's club.  It has a full bar and a large wine list.  We began with a wedge salad that was split for each of us and shrimp and lobster dumplings.  The wedge was very fresh with a creamy blue cheese dressing and crumbled blue cheese and the dumplings were delicious with a soy ginger dipping sauce.  For entrees, we chose the shrimp scampi and the filet mignon with a blue cheese crust.  The shrimp were large and the sauce was one of the best we have had.  The filet was grilled perfectly and was tender and juicy.  We shared a delicious pecan pie for dessert.  Gallagher's is an excellent choice for a great dinner.Read more","November 16, 2021"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,November trip,"After seeing reviews for this eatery on Facebook decided that on our first trip to New York this would be one place to visit. We booked in for lunchtime and had the lunchtime deal picked potato and leek soup which was so creamy I could have eaten loads of it, the sliced steak was cooked to a tee we‚Äôd both ordered it medium rare and the NY cheese cake was so light. The steakhouse it‚Äôs self is lovely and very classy and love the way that the steak joints are in a refrigerated room as you walk in on display. If and when I ever go back this will be one place I deffo visit again. Loved it and will recommend to anyone to try it out.Read more","November 27, 2022"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,4.0,Pricey but worth it,"We booked ahead and glad we did, it was packed on a Thursday evening. 

Lovely old school vibe to the restaurant with the majority of wait staff of an older generation. 

Great meal, carpaccio and salmon tartare to start, rib eye steak and fillet for main. We weren’t told that there was a specials menu which I would have ordered from (8oz fillet rather than 10oz). We only knew about it as we overheard the table next to us being told what they were.  When we asked the waiter about it he wasn’t happy we weren’t told about them and gave us a complimentary fruit platter, which was a nice gesture but I would have preferred them to ask if they could offer a dessert on the house (all the same price including the fruit platter). My husband ordered the pecan pie with ice cream which should have been hot but was cold. 

Be prepared, this is a pricey joint but worth it. Food above with 2 sides, 1 glass of Prosecco and 2 glasses of Sangiovese came to $300 dollars with taxes and without tipRead more","October 2, 2022"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,An experience to remember!,"I had a reservation for 5:30- made weeks in advance as we had broadway tickets and it was my sweetheart’s birthday and this is where I wanted to take him. We were a little late getting out of the hotel, not thinking about rush-hour, there was no way we were going to get a cab, so we had to make it 17 blocks in about a 15 minute window. without stoplights and other people on the sidewalk, we probably would have made it in time, but we were running late. I called, James answered, I asked if he would please hold my reservation. He said that he would. We were still running behind, and I called back to be sure James was still going to hold my reservation since we were 15 minutes late. Thankfully, he did. I really appreciated that!!

The restaurant itself is really nice, high end. It was super crowded. We were seated at a small table in between two other couples, it was cramped. I was so happy to be there, I did not worry about rubbing elbows with strangers. It is also quite loud. This is not a quiet candlelight dinner spot if that’s what you are looking for. 

The service was wonderful, quick, efficient, and very friendly. We had two mixed drinks to start, for the meal I had a sirloin steak, he had the surf and turf with a filet and lobster tail. We had Caesar salad, mashed potatoes, and spinach. We also had a glass of Shiraz with the dinner.

Everything was so outstanding. I like my steaks medium well, the steak that was brought to me was medium rare at best. Normally, I would have sent it back, but it tasted good, i did not. I did only eat half of it because the closer I got to the center, the more rare it was.
I do not know how they make their mashed potatoes, but they were the best ones I’ve ever had. The sautéed spinach was also quite delicious.

We did not finish our food, there was just so much of it! I did mention to the waiter that it was my boyfriends birthday, and he brought out a small chocolate cake. Even though we were too full  to eat another bite, we ate the whole cake. It was so delicious.

Our bill was $275 plus tip. That is a really big bill for a dinner but this was an experience.Read more","October 24, 2022"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Prime Rib all the time!,"I recently went to the restaurant with friends. Nicely set out with plenty of room and plenty of meat to choose from. We all went for the Prime Rib which we ordered in advance ( must do this ) absolutely delicious melt in your mouth.  Great service, fantastic waiter an all round great evening out!Read more","March 14, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Amazing restaurant,"Gallagher's is absolutely the best steak restaurant we have ever been to, the place is stylish and comfortable, the staff were very professional and friendly, service couldn't be faulted. The kitchen is in full view and very clean, great to watched the steaks being cooked on the open ovens.
The steaks were cooked to perfection and delicious, a really good cut of meat and a good choice of sides that were all big enough to share.
We can't wait to return on our next visit to NYC and have recommended this place to many others.Read more","January 20, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Exceptional meal with fantastic service,"My husband and I enjoyed a fabulous dinner here. Our waiter, Derek, was phenomenal. The service was impeccable. My water glass was constantly filled, the food arrived in the right amount of time and was cooked absolutely perfectly and the manager stopped by to make sure everything was good. My NY strip was out of this world good. The sides are large and tasty. The wedge salad was the best I've ever eaten. The prices were just right for what you get. As an added bonus, a photographer stopped by to take table side pictures available for purchase. Nice touch! Overall, it was a meal we will always remember and we hope to visit again the next time we're in Vegas!Read more","June 28, 2021"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Outstanding food and service,"Managed to squeeze in an early evening booking, lunch menu still
available!
Large restaurant, elegant, good atmosphere!
Super value 3 courses!
Basket of 4 different breads and whipped salted butter was a nice touch.
Caesar salad, clam chowder starters were first class.
Fillet mignonette 10oz with supplemental fee was simply sublime, cooked perfectly!
Desserts NY cheesecake and Key lime pie were delicious!
The service was old school perfection! Experienced, unfussy and extremely professional!
Outstanding dining experience, highly recommended! 
Book a table, if you can get one!Read more","December 14, 2022"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Outstanding Traditional Steakhouse,"The restaurant was full when we arrived and full when we left. That says it all really. Gallaghers has the feel of a traditional 1930's type establishment. All staff appear to be ""old school"", mature is years and sooo attentive with their service. The atmosphere was superb, the food divine. I had the Filet Mignon - to die for. Others had the ""Surf & Turf"" - the lobster tail was huge and so well prepared. The deserts were something else - absolutely huge. For us, we struggled with 2 courses. The bill wasn't cheap but, upon reflection, it was absolutely worth every dollar. Outstanding. If we ever go back to NYC, Gallaghers is a ""Must Do"" again.Read more","June 9, 2022"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,4.0,Great but Pricey,"Our first night in NY and not a disappointment!  We dined early (5.30pm) as we had The Lion King booked down the road (Mishkov is about 10 minutes walk through Times Square from here).
The Dr Loosen Blue riesling by the glass is lovely.  So is the Zardetto Prosecco.  We had 3 Poterhouses to share between 3 adults and it was way too much food!  We should have ordered 2 but never learn!  Too much food but what great quality and perfectly cooked.  Medium Rare is Rare to our UK pallets but was fine for me!
Our party also had the 10oz Filet and the Salmon which were also great.
The onion rings are exceptional.  Cauliflower and Mac and cheese also very good.  The service here is more formal than many places we went in NY subsequently but I guess that's what you should expect.
Great job Alvaro thanks.Read more","January 7, 2023"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,1.0,Awful service. Intimidating serving staff.,"Where to begin with this one. As soon as you walk through the door, you know the belt is already being unbuckled. This was with hindsight. To get to the point the service started okay. A little fake and rehearsed but okay. Starter was great. Steak was average at best. Lukewarm to cold. Sides were average. Drinks not of a sufficient standard. Guinness was poor. The real fun started when the bill arrived. Bill was 474 between the 4 of us. A decent spend, we thought.  Tip time, not happy. This is when the real aggression started. We left what we thought was a suitable cash tip for 1 hours service. Server not happy. Informed head honcho. He wasn't happy. Wanted to know why we were not leaving a 78 dollar tip. The reason was is the fact we do not believe in entitlement. Servers do not earn 78 dollars an hour and seeing as the food was average, we thought what we had left was more than enough. To sum up. Find somewhere else to spend your hard earned. This place was recommended to us. Very disappointed. All in all the experience left an extremely nasty taste in our mouths.Read more","February 12, 2023"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Tops!,"On par with the “chophouse” dining we have in SC. We had an exceptional experience for several reasons. Our waiter made it feel like we could taste every dish as he presented the options and specials. We had several staff members check on us throughout the meal. The table setup had us close to other diners and despite the reputation of northerners to be adverse to being bothered, we had great conversations with outlets neighbors. Wonderful ambiance as you can see the steak storage room and kitchen from all angles. Beautiful experience all around.Read more","October 5, 2021"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,1.0,A birthday celebration ruined,"Staff were opinionated and interrupted conversation with sarcastic comments. Calamari was lukewarm and lacked seasoning. The Caesar salad was ok but nothing special. The steaks were good but not hot, jacket potato was cold and was sent back but waiter instead of apologising preferred to antagonise us. Bottle of Rioja served wasn’t the same as the wine list which wasn’t explained and not very professional. The toilets had cheap hand soap at this prices you would expect better quality. A birthday celebration ruined.Read more","December 12, 2022"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,4.0,Delicious and get the NYC vibe,"This was worth a visit because it is steeped in history and the experience and service we got was quite special. 
It is expensive and perhaps because we go out to eat steak alot, we have ruined it for ourselves a bit, because although the food was delicious and we had a great time, we didn’t feel it was worth the amount we spent comparing it to where we usually eat steak for much less. 
We really did enjoy our food though, we had pork belly special and crab cocktail to start, porterhouse for two for mains with French fries and we also had key lime pie and NY cheesecake to finish. 
We overindulged and it was a wonderful night but definitely in the high price bracket.
Our waiters were friendly, helpful and prompt. It was a good vibe. 
The disclaimer on the photo near the host desk make me laugh re “this is not a photo of Jeffrey epstein, it’s Perry como”, I wonder how many times people asked about it for the sign to be necessary. 
Worth a visit but remember that the prices don’t include the tax and service charge so don’t get carried away ordering like we did! Thanks for a lovely evening.Read more","February 12, 2023"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Old time NYC steakhouse,"Excellent steakhouse. We make a reservation every time we come to NYC. The steak was fantastic. We had a Porterhouse for two and it was so good. Also had the Mac and cheese, which was delicious. The bread is so good, especially the date nut bread. 
We were celebrating my husband’s birthday and the waiter brought a cake with a candle that was yummy.Read more","September 26, 2021"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,4.0,"Great dinner, but priced out- 1 & done!","Good food, service, and dinner experience, but it is the most expensive dinner we have ever eaten in our entire life!   $22 for a glass of wine. Side of asparagus was $16 and my goat cheese salad had little goat cheese and beets.  The filet was very good and watching the kitchen staff prepare food was a treat. Also, the lobby area/coat check area is not efficient. Basically had to fight to get my coat through the people waiting for the host.Read more","January 7, 2023"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,3.0,"Good food, disinterested waiter","We were greeted at our table by a lovely guy called Melvin...but that was the last we saw of him.  We could see tables around us, who arrived later all being attended to.  When our waiter arrived to take our order he pulled a face when my husband and aunt asked for their steaks  to be cooked well done.  We had the $29 lunch and my husband upgraded to 10oz filet mignon.  Food was good but mine arrived with no roast potatoes.  We were brought the wrong bill when it was time to pay. Not once in the whole time we were there did anyone ask if everything was OK with our meal.  We all felt we were being hurried.  This is second time in gallaghers (last time was full priced dinner) and whilst food has been great both times service wasn't that great on either.  Dont think I'll be back as there are many other steakhouses in the area who are happy to see their customers and make sure their experience is enjoyable.Read more","September 4, 2022"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,The iconic steakhouse,"We ate here on my birthday.  This was the first time I had visited New York since my father took me there when I was 13, and on that occasion we ate here, so I was keen to go again.  I had oysters, which came with everything you might want to put on them, though for me the only thing I want is Tabasco, which was one of the options provided.  My husband had a salad, then we both had steaks, of course:  a rib steak for me and a fillet for him.  The steaks were wonderful.  the only thing I would say is that the sides are enormous, even if you get one to share, which, I think is a bit wasteful.  We ordered desserts, then discovered that the two friendly guys at the next table had told the waiter it was my birthday, and I was presented with a small birthday cake.  I could only eat a bit of it, but he boxed the rest up so I could have it for breakfast the next morning!Read more","May 26, 2022"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,2.0,Average at best,"Heard great things about this place. The setting is good, really atmospheric and liked that you can see the chefs at work. It was a special occasion and the waiter recommended their signature ‘Porterhouse’ at $69 each plus sides, drinks and tip. It was a poor steak, very disappointing and stupidly expensive for the quality. Should have gone for the lunchtime special. Service was okay but not special or overly friendly. Read more","September 24, 2023"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,An excellent and reliable choice,"This restaurant has been on West 52nd Street for many decades, and in a city packed with upscale steakhouses, Gallagher's is among the very best. The venue is warm and inviting, the service is friendly and attentive, and the food is top-notch. My family and I just had a memorable dinner there. Yes, it is very expensive, but when you leave, you do not feel ripped off. I cannot wait to return.Read more","December 5, 2021"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,4.0,An atmospheric and friendly restaurant with excellent steak - but pretty pricey!,"We came here in early September as part of a holiday to NYC from the UK. It's a really atmospheric restaurant with delicious food and friendly, attentive and (in our case) humorous and engaging serving staff. I would also say that a definite highlight of our visit was the really fun conversation we had with diners around us. We were there for my partner's 40th birthday and I also appreciated them spontaneously presenting her with a chocolate cake and candle - a really nice touch!

It was quite expensive (partly due to the weak pound at the moment) but overall I am happy that we came. The only suggestion I would make to the restaurant would be to offer smaller portion sizes for all the sides. They were all really huge portions and quite expensive too, so it was a shame that we left at least half of all of them. We were warned about the portion sizes being large when ordering them, but i'm someone who likes some salad or vegetables with my steak rather than just having it on its own with french fries.       Read more","October 5, 2023"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,The all-round New York experience!,"This place really does exceed expectations. 

I came to New York City to celebrate my 40th birthday and we were staying at the M Social Hotel. Gallagher’s is next door and located in the Times Square area.

We pre-booked via their website a few weeks in advance following research and reviews we’d read.  Booking in advance was a good shout given they were almost packed out on a Wednesday night!

There was a laid back feel, vibrant ambience with  jazz music in the background. It felt instantly familiar even though we’ve never visited before.

Our waiter Robert (and another chap whose name I can’t remember) were really friendly, chatty and attentive and had a good knowledge of the specials and the menu. 

It’s quite pricy - a meal for 2 was about £440 including gratuity but you get what you pay for. The steaks were huge (more than we could manage) and side dishes can certainly cater for 2 people so less is more in that regard!

We would definitely recommend this place to all steak lovers! Won’t forget this place in a hurry!

Top Tip: the crab cake starter is exceptional. It was my favourite part of the meal for me!Read more","November 22, 2023"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Amazing place,"We visited here twice during our visit. The lunch menu is fabulous value for money. The restaurant has a lovely traditional atmosphere, fabulous attentive service, melt in the mouth steaks and the best every desserts an cheesecakes. I would certainly book again on my next trip to New York, well worth the visit.Read more","November 13, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,4.0,"Spring in NYC , just Great !!","Great find, proper New York special Steak restaurant with cosy setting. The service was great, the lunch $ 29 menu is a steal when you consider the setting and the quality of the food. Pay the extra, and have the 10 oz Filet Mignon, as soft as butter. A must on your list if you visit NYC !! The only drawback is the price of the extensive Wine list !!Read more","May 12, 2023"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,2.0,"Buyer Beware, Gallagher’s in Las Vegas!","Excellent food, wonderful time until told we had to move on.  There were 7 in our party and after drinks, appetizers, main meal , dessert and after dinner drinks ( not finished yet), told our “time” was up and to move out.  We also purchased the pictures.  Anyone who had been to Gallagher’s in New York New York, Las Vegas knows their prices so being told to “move on” after the bill was paid was completely disrespectful to your customer.  So, if you are going to sit back and enjoy your meal, etc., don’t bother going to Gallagher’s in New York New York, Las Vegas.  The creepy guy in the Fedora is told to tell you when your “time is up”!  Buyer beware!Read more","March 17, 2023"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Top notch,"We recently dined on a Saturday night for our anniversary. From the moment we walked in to the end, everything was awesome. The waitstaff was welcoming and didn't rush. The ambiance was relaxing despite the restaurant being super busy. We tried the special of fried calamari which was very tender. I had the surf and turf (filet mignon and lobster tail). Hubby had the rib steak which was amazing. Each bite was tender and delicious. The side of mushrooms added another level of great flavor. The meal ended with a lovely chocolate raspberry cake in celebration of our anniversary compliments of the restaurant. We're spoiled after having dined at Gallagher's and will definitely return.Read more","July 27, 2021"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Incredible steak,"The steak at Gallagher’s was incredible. The sides were big enough to share for 4 people, we had French fries and mushrooms which were equally as nice. 

They provide a sauce with the steak which I had to ask what the recipe was as it was that nice but it turns out it was the chef’s secret recipe. All I can say is it was a great meal and I’d definitely come back!Read more","December 4, 2021"
